,lead
48051,5-1794
48052,4-1231
48053,7-3596
48054,3-9825
48055,6-6694
48056,1-4073
48057,7-2686
48058,6-3926
48059,3-8095
48060,3-1750
48061,6-9346
48062,6-1840
48063,2-0630
48064,1-1853
48065,5-8889
48066,5-6007
48067,2-1199
48068,2-6749
48069,8-0233
48070,4-9606
48071,5-2895
48072,7-0179
48073,5-6198
48074,2-6235
48075,8-2868
48076,5-9694
48077,5-1341
48078,3-9952
48079,6-9907
48080,2-3983
48081,3-1289
48082,8-0042
48083,6-0066
48084,3-4442
48085,1-0634
48086,5-6787
48087,4-8433
48088,2-4514
48089,7-0889
48090,5-0703
48091,3-9416
48092,3-9108
48093,1-8442
48094,5-0564
48095,1-7858
48096,6-1614
48097,1-7366
48098,8-0418
48099,1-5365
48100,3-0543
48101,4-6953
48102,5-1048
48103,1-2242
48104,1-1557
48105,4-9921
48106,3-9187
48107,1-1679
48108,2-4689
48109,8-7900
48110,1-4732
48111,8-8020
48112,4-7160
48113,4-0069
48114,6-6113
48115,8-3031
48116,7-8533
48117,6-2661
48118,5-7156
48119,8-3867
48120,4-6344
48121,2-1191
48122,2-6662
48123,7-3781
48124,6-1531
48125,2-2919
48126,5-5169
48127,5-0340
48128,8-6165
48129,3-7325
48130,5-1227
48131,3-8116
48132,4-7398
48133,3-4885
48134,4-3492
48135,5-9509
48136,4-8235
48137,6-5492
48138,6-5798
48139,2-1539
48140,4-4158
48141,7-9627
48142,6-4458
48143,8-3181
48144,6-8088
48145,1-8973
48146,5-6584
48147,5-6269
48148,5-5666
48149,6-8507
48150,8-7231
48151,4-6602
48152,1-8316
48153,8-6765
48154,3-3075
48155,2-2194
48156,1-8805
48157,3-4770
48158,6-0248
48159,4-2940
48160,4-0436
48161,6-2840
48162,4-9154
48163,5-9165
48164,1-3473
48165,8-1663
48166,7-2576
48167,1-1010
48168,1-6180
48169,4-9092
48170,4-5551
48171,8-0399
48172,3-0384
48173,5-3337
48174,6-0810
48175,4-4832
48176,1-0580
48177,4-4574
48178,2-1999
48179,8-0549
48180,7-1744
48181,4-4522
48182,2-8874
48183,3-2732
48184,7-9422
48185,4-9055
48186,2-6384
48187,7-3196
48188,7-9175
48189,3-1535
48190,7-3612
48191,7-9702
48192,5-6500
48193,3-3928
48194,7-6185
48195,6-8353
48196,3-7452
48197,1-2895
48198,8-5311
48199,7-4599
48200,7-2560
48201,6-1655
48202,6-1938
48203,4-4855
48204,6-3634
48205,8-2426
48206,6-8987
48207,2-1257
48208,5-3390
48209,1-2440
48210,1-7794
48211,6-6020
48212,3-4677
48213,2-6142
48214,4-8383
48215,3-4012
48216,6-2715
48217,1-9864
48218,6-5243
48219,2-0077
48220,1-7561
48221,4-8303
48222,6-3115
48223,4-3515
48224,6-7902
48225,1-3890
48226,4-6197
48227,8-6813
48228,3-0999
48229,5-8439
48230,3-9769
48231,6-8838
48232,4-9108
48233,4-5261
48234,7-4883
48235,7-5672
48236,4-2550
48237,8-5905
48238,5-9991
48239,6-8430
48240,4-3531
48241,5-7679
48242,6-9416
48243,6-4915
48244,8-6451
48245,4-5498
48246,4-0763
48247,5-0878
48248,2-2867
48249,2-7831
48250,8-9143
48251,7-0760
48252,8-3083
48253,2-9594
48254,4-5791
48255,7-2315
48256,5-4279
48257,6-2878
48258,3-4538
48259,8-0647
48260,8-3730
48261,3-4939
48262,1-4161
48263,4-9652
48264,8-9090
48265,5-6703
48266,1-9964
48267,3-8694
48268,2-4134
48269,8-0394
48270,2-7026
48271,6-4526
48272,1-8527
48273,1-8607
48274,7-5931
48275,7-9450
48276,5-8317
48277,2-7458
48278,2-2819
48279,3-0774
48280,7-2692
48281,5-3338
48282,8-8127
48283,3-4723
48284,5-5528
48285,4-3759
48286,6-3151
48287,4-5380
48288,6-8792
48289,6-6276
48290,1-0542
48291,7-3095
48292,4-4378
48293,5-4485
48294,1-0189
48295,2-0140
48296,3-8099
48297,3-0381
48298,5-0094
48299,3-0463
48300,1-4089
48301,5-8904
48302,3-2906
48303,5-0407
48304,6-5358
48305,2-0126
48306,6-4881
48307,2-7007
48308,3-4587
48309,3-3734
48310,5-3470
48311,2-4083
48312,6-9472
48313,5-9217
48314,5-6472
48315,6-4635
48316,8-5872
48317,7-7926
48318,6-5043
48319,4-0382
48320,8-7667
48321,2-4987
48322,2-5055
48323,7-5077
48324,6-2324
48325,8-8639
48326,3-4379
48327,6-4550
48328,1-2702
48329,1-1091
48330,3-0679
48331,6-9644
48332,8-6532
48333,7-4283
48334,8-5252
48335,4-5872
48336,8-0061
48337,3-5993
48338,8-1808
48339,1-5039
48340,7-3485
48341,8-9624
48342,3-8817
48343,3-4171
48344,8-1933
48345,5-0566
48346,3-8138
48347,6-6514
48348,2-0657
48349,3-8703
48350,2-2192
48351,8-6608
48352,6-6117
48353,3-9599
48354,2-9147
48355,1-1675
48356,8-6768
48357,1-1927
48358,6-6293
48359,4-9814
48360,8-9067
48361,6-2435
48362,7-0181
48363,7-1447
48364,1-8078
48365,7-1439
48366,5-6497
48367,1-4929
48368,2-0001
48369,3-8032
48370,2-2771
48371,6-5657
48372,2-3874
48373,2-4855
48374,7-1549
48375,6-6973
48376,7-8422
48377,4-3904
48378,7-6044
48379,7-9565
48380,3-6004
48381,7-3711
48382,3-3540
48383,5-8973
48384,8-9415
48385,6-0061
48386,2-4955
48387,3-2974
48388,4-0767
48389,2-1594
48390,5-0081
48391,4-6737
48392,8-9925
48393,3-5906
48394,1-6389
48395,6-9269
48396,1-9465
48397,4-9286
48398,8-0591
48399,3-3507
48400,2-6755
48401,2-2147
48402,7-1521
48403,2-4095
48404,3-2252
48405,2-0734
48406,8-8118
48407,6-1304
48408,2-3443
48409,2-6800
48410,1-2253
48411,4-0444
48412,3-7868
48413,4-5683
48414,7-8868
48415,2-3260
48416,6-7694
48417,6-6297
48418,3-7804
48419,7-2731
48420,8-2664
48421,2-4789
48422,2-1623
48423,7-7510
48424,8-7448
48425,2-8768
48426,7-9278
48427,3-3864
48428,1-9628
48429,2-7775
48430,1-3487
48431,4-3525
48432,7-0029
48433,6-4062
48434,3-8334
48435,4-7954
48436,8-5912
48437,7-7808
48438,3-7369
48439,3-7583
48440,8-1567
48441,6-2770
48442,1-4385
48443,2-9130
48444,3-2279
48445,2-4283
48446,7-5809
48447,3-1643
48448,5-5149
48449,8-1906
48450,6-7653
48451,4-2432
48452,8-4355
48453,8-6622
48454,7-2085
48455,6-0361
48456,2-5839
48457,6-8209
48458,3-6787
48459,7-8830
48460,6-6475
48461,4-0765
48462,4-9036
48463,1-6317
48464,2-5857
48465,7-7134
48466,7-7684
48467,5-0496
48468,2-9113
48469,3-2174
48470,3-1826
48471,6-4480
48472,4-0580
48473,1-1315
48474,7-5918
48475,3-3368
48476,4-9834
48477,1-5200
48478,5-4465
48479,4-9531
48480,6-4541
48481,1-3091
48482,2-5835
48483,3-6494
48484,7-9035
48485,1-1181
48486,7-0401
48487,1-6400
48488,7-3990
48489,2-3964
48490,6-1764
48491,1-1499
48492,3-2178
48493,1-8429
48494,6-8954
48495,4-7435
48496,7-1880
48497,8-9081
48498,1-1088
48499,7-3568
48500,3-5017
48501,4-5990
48502,2-9002
48503,7-8372
48504,5-4123
48505,4-3387
48506,6-1490
48507,2-8924
48508,2-8733
48509,5-5334
48510,7-7714
48511,4-7581
48512,1-1588
48513,3-4936
48514,8-1584
48515,5-2093
48516,4-3459
48517,8-2200
48518,6-9251
48519,2-4120
48520,4-5037
48521,8-8218
48522,8-6679
48523,3-4181
48524,4-2347
48525,6-6967
48526,7-4002
48527,3-7398
48528,3-5648
48529,2-1238
48530,2-2832
48531,5-9475
48532,5-0451
48533,2-2221
48534,3-6509
48535,1-0918
48536,2-5071
48537,7-1062
48538,3-6488
48539,8-6729
48540,6-3280
48541,5-1831
48542,7-1341
48543,7-1463
48544,6-5575
48545,2-9144
48546,1-8336
48547,8-7529
48548,6-6860
48549,4-7467
48550,7-1010
48551,3-1181
48552,2-4734
48553,1-2000
48554,5-4486
48555,7-2864
48556,7-8223
48557,4-5367
48558,6-0435
48559,7-7656
48560,4-8125
48561,3-4286
48562,1-1388
48563,6-0197
48564,1-4713
48565,3-8376
48566,1-1147
48567,3-2414
48568,7-2081
48569,7-3185
48570,8-9366
48571,3-3291
48572,6-6260
48573,7-1850
48574,6-9359
48575,8-7617
48576,3-9064
48577,6-2510
48578,7-6553
48579,2-5886
48580,6-6411
48581,1-3825
48582,8-6767
48583,4-5861
48584,7-2010
48585,7-3601
48586,5-9289
48587,5-5111
48588,2-0414
48589,6-7355
48590,2-2865
48591,1-2148
48592,7-3707
48593,8-8852
48594,6-0168
48595,5-1267
48596,1-0106
48597,3-3973
48598,2-5584
48599,6-6753
48600,5-3845
48601,3-3036
48602,3-1431
48603,7-7485
48604,1-6503
48605,5-2293
48606,6-1819
48607,5-6220
48608,8-4627
48609,3-3683
48610,1-6705
48611,3-9642
48612,8-5368
48613,7-8554
48614,2-4736
48615,2-0837
48616,6-0961
48617,4-0004
48618,2-6488
48619,1-7193
48620,3-0827
48621,4-9500
48622,1-7044
48623,3-2972
48624,2-5130
48625,3-4022
48626,2-7549
48627,8-5388
48628,3-2265
48629,2-4621
48630,4-4139
48631,6-2160
48632,5-5101
48633,6-7677
48634,2-2582
48635,2-3197
48636,7-3303
48637,5-1166
48638,4-7416
48639,1-1542
48640,4-2764
48641,1-4424
48642,8-5000
48643,7-2565
48644,1-3679
48645,2-5981
48646,2-1657
48647,6-7769
48648,3-9874
48649,1-1155
48650,6-1264
48651,8-4792
48652,6-2699
48653,7-4527
48654,3-5560
48655,3-7878
48656,7-4279
48657,5-7784
48658,6-1858
48659,4-3391
48660,6-2100
48661,5-7332
48662,1-6591
48663,4-1414
48664,6-2161
48665,8-5553
48666,7-2042
48667,2-8450
48668,5-4175
48669,1-7636
48670,7-9686
48671,2-7354
48672,7-4399
48673,5-0480
48674,8-3839
48675,2-9865
48676,3-8777
48677,4-6863
48678,4-3217
48679,8-6482
48680,1-8143
48681,2-3860
48682,3-1455
48683,1-5576
48684,5-2066
48685,7-4178
48686,1-8635
48687,5-4797
48688,4-4373
48689,4-4897
48690,7-8930
48691,3-6307
48692,7-9600
48693,3-4112
48694,6-1971
48695,7-9966
48696,3-1561
48697,4-7937
48698,7-9172
48699,1-6742
48700,7-6118
48701,1-2909
48702,3-9377
48703,1-4431
48704,3-1932
48705,5-3709
48706,5-2603
48707,2-6124
48708,4-9186
48709,2-4468
48710,8-8102
48711,7-7725
48712,7-8042
48713,5-9318
48714,5-4059
48715,6-9232
48716,7-2536
48717,6-1742
48718,1-5296
48719,7-8172
48720,4-2477
48721,2-0696
48722,2-4846
48723,1-3193
48724,8-9693
48725,8-5450
48726,6-1967
48727,2-7827
48728,6-4208
48729,5-5005
48730,8-1513
48731,2-5233
48732,2-3089
48733,6-8349
48734,3-2912
48735,3-1486
48736,6-2421
48737,3-0265
48738,2-3802
48739,2-6673
48740,7-4157
48741,5-6854
48742,5-5058
48743,3-3274
48744,2-6011
48745,6-1355
48746,5-9481
48747,5-3089
48748,1-9159
48749,1-6512
48750,3-7530
48751,7-2626
48752,7-9155
48753,8-1766
48754,6-1944
48755,6-3511
48756,8-5636
48757,1-3188
48758,8-3561
48759,7-5072
48760,4-8873
48761,4-1704
48762,5-6874
48763,2-2229
48764,4-2096
48765,4-3999
48766,7-1276
48767,7-2983
48768,8-3813
48769,8-9257
48770,7-0789
48771,1-5312
48772,7-7806
48773,2-1067
48774,2-6304
48775,7-1286
48776,7-2380
48777,4-3877
48778,4-5176
48779,3-0225
48780,3-3918
48781,4-9126
48782,7-6998
48783,8-1337
48784,7-1453
48785,8-5517
48786,1-0695
48787,4-2413
48788,1-2227
48789,8-6913
48790,5-2499
48791,7-2715
48792,2-2896
48793,5-1289
48794,2-2848
48795,6-4249
48796,2-2311
48797,4-6482
48798,6-8955
48799,3-8066
48800,1-5247
48801,1-8104
48802,8-1955
48803,1-0100
48804,3-4881
48805,8-5679
48806,2-2456
48807,1-2337
48808,6-9910
48809,5-4760
48810,3-0941
48811,8-0955
48812,5-4014
48813,2-3896
48814,7-7096
48815,5-4204
48816,7-0097
48817,8-0322
48818,3-3932
48819,5-7138
48820,1-1664
48821,3-2881
48822,8-7073
48823,7-8551
48824,6-2774
48825,8-5283
48826,3-6346
48827,6-6997
48828,8-4204
48829,6-2364
48830,7-8574
48831,3-4480
48832,4-2620
48833,2-4026
48834,3-5549
48835,8-4066
48836,8-3699
48837,4-5834
48838,4-1428
48839,7-7813
48840,2-7543
48841,7-6073
48842,6-1063
48843,7-2434
48844,6-7991
48845,5-5211
48846,1-6709
48847,3-7433
48848,3-0848
48849,4-2471
48850,4-4764
48851,1-0809
48852,6-5063
48853,1-2182
48854,6-8193
48855,1-8126
48856,6-9428
48857,3-2005
48858,4-2774
48859,2-8419
48860,4-0423
48861,1-6485
48862,6-4817
48863,7-7057
48864,2-5440
48865,6-1087
48866,8-7805
48867,2-9678
48868,5-1570
48869,5-6778
48870,4-1621
48871,3-2823
48872,6-4401
48873,5-1397
48874,4-9439
48875,3-8201
48876,5-3488
48877,2-9315
48878,8-0044
48879,4-0731
48880,2-5023
48881,3-6087
48882,2-1648
48883,1-7643
48884,7-8063
48885,5-4158
48886,4-0231
48887,1-3898
48888,7-2039
48889,4-8590
48890,2-9297
48891,2-2978
48892,2-3945
48893,1-7699
48894,4-4375
48895,4-1066
48896,6-1928
48897,6-1980
48898,7-8292
48899,8-2231
48900,6-3332
48901,2-5739
48902,5-8305
48903,1-7737
48904,2-6809
48905,5-0257
48906,2-9942
48907,3-1457
48908,8-7230
48909,1-2932
48910,2-1669
48911,8-9930
48912,1-4993
48913,5-4186
48914,4-4264
48915,8-9015
48916,1-4871
48917,6-8696
48918,3-8404
48919,1-1922
48920,8-2978
48921,2-0329
48922,5-3849
48923,7-5933
48924,6-3485
48925,8-6842
48926,1-6972
48927,1-9096
48928,1-0496
48929,1-6812
48930,3-0132
48931,8-4095
48932,8-2217
48933,3-8683
48934,5-4228
48935,4-2270
48936,3-5032
48937,8-6733
48938,6-3617
48939,2-0377
48940,8-0240
48941,2-5138
48942,5-5883
48943,6-5017
48944,2-5632
48945,5-4069
48946,1-5195
48947,2-8503
48948,4-1448
48949,1-0391
48950,7-6864
48951,3-2101
48952,2-4800
48953,1-7078
48954,5-6359
48955,5-5221
48956,6-5381
48957,1-5187
48958,3-3769
48959,8-0110
48960,5-8015
48961,3-3745
48962,8-0665
48963,1-7319
48964,1-8460
48965,7-8807
48966,4-6256
48967,5-5477
48968,8-2563
48969,5-7885
48970,4-8324
48971,2-8826
48972,3-1764
48973,2-9636
48974,7-6581
48975,7-9523
48976,6-1182
48977,4-0597
48978,6-3293
48979,5-7483
48980,7-1657
48981,2-4125
48982,5-5810
48983,6-4186
48984,1-4597
48985,4-2588
48986,6-4652
48987,2-5615
48988,5-2015
48989,5-6259
48990,4-4680
48991,8-3786
48992,1-0752
48993,5-9172
48994,4-9069
48995,4-4905
48996,5-7769
48997,2-6545
48998,2-1092
48999,2-8525
49000,6-7486
49001,4-6003
49002,8-8143
49003,2-7353
49004,7-4085
49005,6-7204
49006,7-3223
49007,3-7008
49008,4-0631
49009,1-3461
49010,1-5621
49011,1-4642
49012,8-7234
49013,7-9018
49014,1-7208
49015,3-8261
49016,8-5528
49017,4-8236
49018,6-1719
49019,3-1432
49020,6-0796
49021,8-6021
49022,4-8736
49023,7-8831
49024,5-8044
49025,8-0581
49026,8-8059
49027,8-8694
49028,2-7824
49029,8-6430
49030,2-5956
49031,4-7140
49032,6-8748
49033,3-9373
49034,2-1696
49035,2-5995
49036,2-9074
49037,6-6058
49038,6-4008
49039,4-7864
49040,7-0215
49041,4-8464
49042,1-4540
49043,2-4237
49044,7-6520
49045,6-6788
49046,2-0410
49047,7-4807
49048,4-7288
49049,7-0157
49050,5-8847
49051,2-5521
49052,4-7717
49053,1-0080
49054,4-6851
49055,5-4671
49056,1-2799
49057,8-4609
49058,7-0753
49059,5-2842
49060,4-0168
49061,7-8761
49062,7-5279
49063,4-7316
49064,8-6688
49065,4-3166
49066,2-3990
49067,5-2447
49068,2-2249
49069,1-1200
49070,1-9420
49071,2-6219
49072,7-3187
49073,6-6082
49074,7-0838
49075,2-6333
49076,6-4854
49077,2-9279
49078,7-8792
49079,8-4318
49080,5-5293
49081,7-6564
49082,7-5404
49083,1-2541
49084,7-6704
49085,1-9144
49086,4-8617
49087,3-0105
49088,2-6732
49089,8-1827
49090,5-3874
49091,8-1026
49092,6-6457
49093,4-8779
49094,5-5329
49095,4-7132
49096,6-1216
49097,1-4791
49098,6-5637
49099,7-1147
49100,1-4753
49101,4-5972
49102,6-8780
49103,6-3944
49104,6-8743
49105,4-8678
49106,6-9398
49107,7-2219
49108,3-5040
49109,3-7349
49110,6-9637
49111,4-6380
49112,6-0212
49113,6-7350
49114,2-8471
49115,2-8149
49116,4-3198
49117,5-7967
49118,3-0102
49119,3-7250
49120,8-0792
49121,4-7442
49122,8-0343
49123,8-0615
49124,8-2656
49125,2-3677
49126,3-5473
49127,4-5496
49128,3-4516
49129,5-9397
49130,2-4195
49131,6-8601
49132,1-4665
49133,6-4235
49134,5-5289
49135,3-5399
49136,5-9253
49137,8-5428
49138,3-7445
49139,2-2703
49140,7-4081
49141,2-0467
49142,5-6809
49143,8-1263
49144,3-5314
49145,1-9875
49146,1-0158
49147,1-4126
49148,5-4562
49149,1-9738
49150,5-5402
49151,1-2151
49152,3-6715
49153,8-8839
49154,4-1183
49155,5-5323
49156,1-0357
49157,2-9826
49158,1-9780
49159,5-9592
49160,8-0988
49161,7-2272
49162,5-7555
49163,2-1957
49164,4-7092
49165,3-6627
49166,8-6355
49167,4-4053
49168,5-6884
49169,8-0039
49170,2-7846
49171,6-4867
49172,3-5859
49173,8-0600
49174,6-0380
49175,1-3900
49176,4-0563
49177,6-7848
49178,7-2152
49179,1-5168
49180,1-9843
49181,6-4606
49182,6-2273
49183,7-1890
49184,8-1344
49185,5-9733
49186,2-8368
49187,7-0506
49188,6-0108
49189,3-5695
49190,4-9722
49191,2-4663
49192,5-0912
49193,6-6612
49194,6-6908
49195,4-2355
49196,3-9049
49197,5-3681
49198,5-7471
49199,8-6555
49200,2-1526
49201,2-1575
49202,4-4919
49203,8-3686
49204,4-1139
49205,4-8687
49206,2-7491
49207,1-3427
49208,2-3297
49209,3-2448
49210,7-5157
49211,1-1658
49212,7-7157
49213,7-5493
49214,1-0785
49215,5-8051
49216,5-8127
49217,1-9000
49218,5-2653
49219,7-1119
49220,6-1492
49221,2-1241
49222,5-5668
49223,8-5374
49224,5-6652
49225,4-9205
49226,1-7221
49227,7-4907
49228,6-0740
49229,7-4927
49230,3-8583
49231,5-2660
49232,1-1317
49233,7-3911
49234,3-4554
49235,6-9463
49236,6-8106
49237,1-5089
49238,5-4849
49239,8-7975
49240,6-5455
49241,6-8390
49242,8-1089
49243,3-9648
49244,5-6407
49245,6-1118
49246,1-5752
49247,7-2196
49248,8-8474
49249,4-4104
49250,5-0147
49251,1-6856
49252,1-6837
49253,3-0081
49254,4-5214
49255,8-4557
49256,8-1226
49257,2-6926
49258,2-0642
49259,8-5225
49260,2-7359
49261,6-4846
49262,7-7891
49263,2-2519
49264,4-1951
49265,1-2341
49266,1-3909
49267,2-0050
49268,5-5453
49269,4-5837
49270,6-1877
49271,2-1673
49272,1-3451
49273,4-0115
49274,2-1398
49275,5-4906
49276,6-8916
49277,3-0569
49278,4-4383
49279,3-8616
49280,6-3446
49281,5-6655
49282,7-2439
49283,3-8957
49284,1-9303
49285,2-3037
49286,5-5115
49287,3-4563
49288,2-6056
49289,2-8027
49290,2-1023
49291,3-8749
49292,5-4987
49293,2-5834
49294,5-1116
49295,3-4540
49296,8-5318
49297,2-0278
49298,5-1907
49299,4-8966
49300,2-0978
49301,4-2344
49302,2-1308
49303,3-2895
49304,7-6387
49305,8-6572
49306,3-9932
49307,1-7242
49308,2-0557
49309,8-9663
49310,2-8970
49311,1-8299
49312,5-7704
49313,8-6735
49314,6-5311
49315,2-8879
49316,5-7985
49317,5-9020
49318,4-0707
49319,7-5001
49320,1-7373
49321,5-2188
49322,7-5302
49323,8-4343
49324,8-6135
49325,2-7368
49326,6-0088
49327,5-2566
49328,2-0943
49329,3-3128
49330,6-9170
49331,3-9646
49332,1-7538
49333,8-0879
49334,7-4739
49335,6-9733
49336,5-6121
49337,8-5834
49338,3-1499
49339,7-6690
49340,5-7089
49341,4-6231
49342,4-2510
49343,3-4646
49344,8-1769
49345,4-0570
49346,4-9534
49347,8-5934
49348,2-0865
49349,1-5252
49350,1-3164
49351,2-1730
49352,4-6146
49353,7-4146
49354,5-8040
49355,3-3157
49356,8-3178
49357,2-3855
49358,3-0822
49359,5-7002
49360,4-2865
49361,1-9754
49362,6-4454
49363,2-0694
49364,6-0703
49365,5-2459
49366,7-1283
49367,8-4922
49368,4-4349
49369,1-3379
49370,2-4094
49371,4-0422
49372,3-4757
49373,1-5944
49374,4-8049
49375,8-1079
49376,3-9549
49377,8-4400
49378,3-5702
49379,5-6785
49380,7-5743
49381,1-5656
49382,7-5773
49383,7-5633
49384,7-0512
49385,7-7627
49386,1-0761
49387,4-1653
49388,4-1537
49389,6-5261
49390,2-2211
49391,7-1640
49392,6-5735
49393,6-8064
49394,6-4168
49395,7-2375
49396,3-8680
49397,3-3091
49398,6-0374
49399,5-9013
49400,2-8910
49401,2-4903
49402,1-5057
49403,1-8489
49404,3-2863
49405,8-5104
49406,8-2627
49407,8-7032
49408,3-0070
49409,7-0735
49410,8-9666
49411,2-8928
49412,2-4853
49413,6-2326
49414,3-7658
49415,1-0553
49416,3-6598
49417,7-0714
49418,4-8595
49419,1-1209
49420,5-1024
49421,3-8155
49422,6-2409
49423,3-6655
49424,3-3669
49425,7-9224
49426,7-7364
49427,1-2039
49428,1-8475
49429,5-7396
49430,8-2056
49431,6-2530
49432,5-4356
49433,2-5499
49434,8-8398
49435,6-1787
49436,6-9934
49437,7-7850
49438,3-5184
49439,8-2308
49440,5-7317
49441,1-6820
49442,1-0972
49443,2-0766
49444,4-7579
49445,8-8155
49446,3-3763
49447,2-0261
49448,2-4983
49449,5-0826
49450,6-2669
49451,7-2736
49452,3-9362
49453,5-7442
49454,3-7474
49455,8-9571
49456,3-5231
49457,2-1380
49458,5-9520
49459,2-2560
49460,7-0671
49461,1-6548
49462,3-8368
49463,6-3530
49464,6-8705
49465,6-5495
49466,2-8006
49467,4-6439
49468,3-4401
49469,2-7688
49470,6-1477
49471,6-0330
49472,6-7733
49473,5-1098
49474,3-7945
49475,4-3364
49476,4-3813
49477,1-7144
49478,7-6712
49479,5-9879
49480,5-0459
49481,8-0337
49482,5-8500
49483,2-0946
49484,2-6437
49485,8-5938
49486,2-3852
49487,7-5215
49488,8-0529
49489,6-6010
49490,2-3897
49491,8-4310
49492,7-2979
49493,6-0353
49494,2-4939
49495,8-9126
49496,8-5009
49497,7-6863
49498,7-1398
49499,6-9343
49500,6-7015
49501,8-1837
49502,2-6385
49503,7-4192
49504,8-6693
49505,5-0926
49506,4-0188
49507,7-4089
49508,6-8874
49509,1-2810
49510,4-7021
49511,3-0074
49512,6-0983
49513,2-8689
49514,1-1751
49515,6-4755
49516,4-3927
49517,3-1791
49518,8-9868
49519,6-9486
49520,8-4143
49521,2-7835
49522,4-0909
49523,4-2913
49524,5-3374
49525,8-4598
49526,3-6061
49527,7-6589
49528,6-1562
49529,6-5337
49530,8-2450
49531,5-7812
49532,8-1078
49533,3-4730
49534,3-7717
49535,6-5393
49536,2-5479
49537,4-3051
49538,4-9027
49539,7-2977
49540,7-8485
49541,5-6791
49542,6-2819
49543,5-5448
49544,1-4974
49545,8-3211
49546,7-0458
49547,8-6025
49548,3-5421
49549,2-6879
49550,7-3298
49551,4-4995
49552,1-5257
49553,6-9634
49554,7-7822
49555,5-5487
49556,5-5521
49557,2-2395
49558,1-5628
49559,4-2167
49560,5-0972
49561,7-9710
49562,4-1705
49563,8-2110
49564,3-5018
49565,2-3809
49566,6-9405
49567,4-8317
49568,7-7019
49569,6-2931
49570,1-3757
49571,3-3034
49572,4-2211
49573,4-9176
49574,3-2096
49575,8-6512
49576,5-6406
49577,3-7122
49578,2-5455
49579,5-5520
49580,2-7472
49581,6-4449
49582,1-2523
49583,6-2793
49584,2-5777
49585,3-4650
49586,1-6813
49587,7-6876
49588,2-9384
49589,3-5807
49590,1-5653
49591,6-6300
49592,5-3317
49593,1-0217
49594,5-9132
49595,5-6398
49596,3-2841
49597,1-8790
49598,1-3662
49599,6-8698
49600,3-5630
49601,8-9787
49602,8-5280
49603,6-1697
49604,3-3606
49605,3-1245
49606,5-2912
49607,4-0514
49608,3-1752
49609,2-1143
49610,1-3331
49611,1-6416
49612,3-6154
49613,8-7821
49614,1-7669
49615,8-3367
49616,6-7148
49617,4-5369
49618,7-1527
49619,5-8039
49620,7-8059
49621,4-4854
49622,6-2284
49623,6-2400
49624,5-6392
49625,5-6081
49626,1-1569
49627,1-9034
49628,5-6519
49629,2-1591
49630,1-4838
49631,1-6294
49632,7-6952
49633,8-8149
49634,4-9878
49635,6-8514
49636,5-8894
49637,1-1615
49638,4-6322
49639,6-9392
49640,3-4970
49641,5-8358
49642,2-5248
49643,4-8144
49644,6-4402
49645,1-9633
49646,3-2623
49647,7-4921
49648,3-8860
49649,4-2064
49650,6-0510
49651,4-8406
49652,3-0162
49653,2-4166
49654,2-3432
49655,2-2611
49656,5-3227
49657,7-3471
49658,8-2240
49659,1-7653
49660,6-7067
49661,8-8210
49662,1-6147
49663,8-4416
49664,4-1207
49665,6-8152
49666,6-0590
49667,5-8016
49668,7-8549
49669,4-2594
49670,1-3364
49671,8-3778
49672,1-5052
49673,2-4610
49674,4-8566
49675,3-1448
49676,1-2142
49677,3-4699
49678,5-3336
49679,4-8299
49680,4-3435
49681,8-0078
49682,8-7901
49683,7-6400
49684,4-2837
49685,5-5121
49686,4-0474
49687,8-7687
49688,6-4111
49689,3-1866
49690,7-8688
49691,8-1349
49692,6-5116
49693,3-9022
49694,3-3942
49695,4-6491
49696,4-7452
49697,5-8550
49698,7-4521
49699,1-3992
49700,4-3001
49701,3-7159
49702,8-4513
49703,7-1673
49704,1-5144
49705,8-8934
49706,5-7392
49707,7-6396
49708,4-0073
49709,6-6801
49710,3-6604
49711,3-3597
49712,2-1679
49713,4-6472
49714,8-9516
49715,7-0918
49716,8-8483
49717,8-7007
49718,8-5398
49719,6-1474
49720,8-7191
49721,4-3482
49722,4-2414
49723,5-8290
49724,6-1350
49725,1-4222
49726,5-5264
49727,6-6303
49728,4-9979
49729,7-2891
49730,7-9610
49731,8-1216
49732,1-5364
49733,1-6401
49734,8-9404
49735,6-2928
49736,2-0315
49737,7-3662
49738,5-3630
49739,3-0042
49740,3-5883
49741,3-0775
49742,8-2634
49743,7-4805
49744,6-7189
49745,4-4637
49746,7-8984
49747,5-6802
49748,4-5550
49749,2-9003
49750,1-8080
49751,1-5283
49752,4-3277
49753,3-4932
49754,3-4103
49755,6-3214
49756,5-0658
49757,7-4754
49758,3-7218
49759,2-8805
49760,6-2082
49761,6-2292
49762,5-1665
49763,2-6979
49764,7-3020
49765,4-7783
49766,8-5606
49767,6-0045
49768,2-5315
49769,5-3099
49770,6-5246
49771,3-5094
49772,6-7560
49773,8-6904
49774,7-7484
49775,1-2267
49776,4-4531
49777,7-9239
49778,4-0008
49779,2-4506
49780,6-5724
49781,6-9127
49782,4-4019
49783,7-1263
49784,2-2248
49785,2-0076
49786,7-4662
49787,2-2131
49788,2-6276
49789,6-3599
49790,3-1429
49791,1-6925
49792,1-0658
49793,4-8035
49794,4-0704
49795,1-0799
49796,7-0333
49797,3-9240
49798,1-4234
49799,6-6374
