,lead
48036,6-3376
48037,2-0148
48038,6-7235
48039,1-3769
48040,5-3227
48041,7-9501
48042,6-5099
48043,8-7769
48044,5-2523
48045,4-4951
48046,6-4889
48047,1-7087
48048,8-1199
48049,4-9351
48050,1-5640
48051,8-8415
48052,1-1506
48053,8-3410
48054,2-6913
48055,8-3009
48056,1-1274
48057,7-2772
48058,4-2155
48059,1-0748
48060,8-8456
48061,1-3380
48062,7-5334
48063,3-0113
48064,7-8406
48065,2-7173
48066,5-3313
48067,3-9203
48068,1-4255
48069,7-5978
48070,2-0693
48071,6-4603
48072,6-9961
48073,4-2560
48074,3-6562
48075,1-9686
48076,4-0470
48077,3-1355
48078,3-8654
48079,6-3558
48080,5-3372
48081,2-7459
48082,1-7623
48083,8-7278
48084,1-2832
48085,2-7917
48086,2-8064
48087,7-1238
48088,3-8272
48089,3-1463
48090,2-1972
48091,7-3392
48092,6-1105
48093,7-0493
48094,6-7585
48095,6-3405
48096,4-5107
48097,8-8494
48098,2-6460
48099,1-6140
48100,2-4736
48101,5-3842
48102,3-5232
48103,6-2136
48104,2-5976
48105,3-4128
48106,5-9730
48107,8-9972
48108,1-6907
48109,6-6390
48110,8-1395
48111,4-8920
48112,6-4200
48113,7-1760
48114,3-8418
48115,1-8341
48116,8-2303
48117,8-2223
48118,5-5848
48119,7-9035
48120,2-0166
48121,4-5630
48122,4-4278
48123,3-2548
48124,3-4849
48125,1-5690
48126,8-1084
48127,6-3997
48128,3-1282
48129,8-7611
48130,5-3132
48131,1-3238
48132,8-1097
48133,5-4102
48134,1-9404
48135,7-6785
48136,5-4927
48137,2-5414
48138,2-0990
48139,7-9292
48140,6-7875
48141,2-5113
48142,4-8622
48143,5-9620
48144,3-5788
48145,6-5328
48146,8-9460
48147,5-8410
48148,6-7487
48149,7-5119
48150,2-4650
48151,3-0324
48152,6-3316
48153,2-7982
48154,4-3195
48155,8-5550
48156,6-3148
48157,7-8103
48158,3-1383
48159,4-4409
48160,4-7714
48161,6-9694
48162,2-7671
48163,3-9888
48164,6-0933
48165,4-7979
48166,2-2170
48167,3-0679
48168,7-8571
48169,2-3074
48170,2-7817
48171,3-1644
48172,7-9094
48173,8-7168
48174,3-1058
48175,2-3045
48176,6-8174
48177,2-5001
48178,8-3861
48179,2-1188
48180,8-0948
48181,7-6066
48182,8-0911
48183,5-3052
48184,8-7053
48185,8-3394
48186,1-0606
48187,7-1267
48188,1-9943
48189,8-2946
48190,5-7816
48191,5-9100
48192,7-5122
48193,2-9741
48194,6-5226
48195,2-7528
48196,4-8857
48197,5-6334
48198,8-4180
48199,1-1203
48200,5-6442
48201,3-5947
48202,8-7468
48203,5-7886
48204,2-6359
48205,5-0145
48206,1-1760
48207,3-2430
48208,2-9094
48209,7-8750
48210,7-6124
48211,7-7331
48212,4-3880
48213,5-0164
48214,5-5735
48215,6-7614
48216,5-0509
48217,8-9013
48218,2-3515
48219,8-0882
48220,5-1847
48221,7-9630
48222,2-8161
48223,3-7206
48224,8-2337
48225,2-9643
48226,6-3438
48227,8-6501
48228,6-2044
48229,6-0710
48230,6-1004
48231,1-4446
48232,8-8653
48233,3-0930
48234,4-4838
48235,4-0412
48236,7-4107
48237,4-8173
48238,3-2946
48239,4-8510
48240,2-6256
48241,5-2976
48242,4-4691
48243,5-2402
48244,1-6259
48245,4-2876
48246,2-0571
48247,5-3010
48248,3-1815
48249,7-4452
48250,6-5114
48251,5-0113
48252,6-2344
48253,7-1614
48254,8-5285
48255,2-3221
48256,6-0635
48257,7-6691
48258,7-4650
48259,3-1080
48260,8-9330
48261,2-9920
48262,4-3731
48263,2-3171
48264,7-8472
48265,8-4526
48266,2-1063
48267,7-4032
48268,7-5010
48269,5-8469
48270,6-8462
48271,4-4520
48272,7-7231
48273,4-4585
48274,3-5070
48275,2-7673
48276,2-8085
48277,2-9359
48278,3-7053
48279,8-0222
48280,4-8065
48281,1-7257
48282,5-7497
48283,5-6804
48284,7-0915
48285,2-7123
48286,8-2857
48287,5-0312
48288,3-7190
48289,3-1783
48290,5-8338
48291,2-4757
48292,1-5998
48293,7-2121
48294,7-4954
48295,8-5291
48296,8-7352
48297,4-8441
48298,7-1573
48299,5-9773
48300,5-6738
48301,2-2702
48302,7-3767
48303,6-5949
48304,4-4210
48305,8-0459
48306,7-6558
48307,7-4723
48308,8-6744
48309,8-6405
48310,2-1851
48311,8-6659
48312,5-5631
48313,3-1886
48314,2-0342
48315,8-5600
48316,5-0358
48317,4-9947
48318,4-2924
48319,2-4220
48320,2-7657
48321,7-6081
48322,3-8625
48323,1-4494
48324,1-5119
48325,5-0313
48326,4-2192
48327,3-4996
48328,8-2703
48329,8-8665
48330,6-5924
48331,3-1908
48332,4-8285
48333,7-3521
48334,1-4184
48335,8-9174
48336,6-5714
48337,1-5516
48338,2-8614
48339,7-3070
48340,5-3119
48341,5-0169
48342,3-4398
48343,6-2611
48344,4-3909
48345,7-7014
48346,5-6600
48347,1-0451
48348,6-3556
48349,4-6268
48350,8-7626
48351,2-5545
48352,8-5769
48353,3-0918
48354,8-1478
48355,8-6769
48356,7-0825
48357,4-6690
48358,5-0175
48359,4-8018
48360,5-8317
48361,7-4674
48362,6-5898
48363,4-7480
48364,8-2569
48365,4-0917
48366,7-7019
48367,2-5261
48368,5-0778
48369,3-4115
48370,8-4650
48371,4-9136
48372,8-0048
48373,2-6551
48374,4-8453
48375,6-4595
48376,8-3371
48377,7-0511
48378,2-5101
48379,5-0777
48380,4-9375
48381,5-0939
48382,3-9333
48383,6-4862
48384,3-8529
48385,3-5812
48386,3-7329
48387,5-8663
48388,4-1276
48389,1-4120
48390,4-9484
48391,8-9398
48392,7-0792
48393,7-9944
48394,5-7597
48395,4-8217
48396,7-4309
48397,4-8471
48398,8-5370
48399,2-3978
48400,2-2875
48401,3-1271
48402,7-2672
48403,7-5844
48404,5-1384
48405,4-5886
48406,4-8454
48407,7-6059
48408,4-7719
48409,4-4062
48410,7-0429
48411,1-0217
48412,5-1783
48413,6-1669
48414,4-6640
48415,1-6876
48416,1-8180
48417,2-7514
48418,2-5481
48419,4-5904
48420,7-5105
48421,2-8873
48422,3-7075
48423,1-1279
48424,6-0884
48425,6-3153
48426,4-6976
48427,3-8276
48428,1-9046
48429,7-5900
48430,6-3891
48431,5-8590
48432,6-4491
48433,3-5972
48434,4-1812
48435,6-1084
48436,3-0395
48437,2-4798
48438,3-7425
48439,5-4989
48440,3-9089
48441,7-5442
48442,4-2177
48443,5-2015
48444,5-2662
48445,4-0820
48446,8-4055
48447,6-8917
48448,1-0165
48449,3-9050
48450,7-8337
48451,2-0950
48452,4-2103
48453,8-0192
48454,2-5199
48455,4-5744
48456,8-8430
48457,8-4538
48458,1-3025
48459,2-0888
48460,5-4987
48461,8-1890
48462,2-6687
48463,8-4605
48464,1-9057
48465,4-0671
48466,7-6214
48467,8-7415
48468,6-4392
48469,8-1857
48470,8-4657
48471,5-1222
48472,8-2295
48473,2-4274
48474,6-7901
48475,4-6355
48476,7-9168
48477,4-3781
48478,7-4546
48479,4-4260
48480,7-2894
48481,3-4098
48482,4-0282
48483,6-4105
48484,3-3640
48485,8-4088
48486,6-6276
48487,5-6270
48488,5-9323
48489,6-9445
48490,1-2958
48491,6-3875
48492,1-8147
48493,7-7897
48494,7-0610
48495,7-0309
48496,7-9378
48497,6-3925
48498,4-5515
48499,7-1457
48500,5-6862
48501,8-0744
48502,4-2475
48503,4-0584
48504,2-3727
48505,8-7258
48506,1-6557
48507,7-5062
48508,4-2564
48509,1-7801
48510,6-0401
48511,2-8056
48512,3-4578
48513,3-9618
48514,3-5613
48515,5-6617
48516,2-7351
48517,5-5510
48518,3-0314
48519,4-2394
48520,7-0015
48521,2-3748
48522,8-8502
48523,5-5411
48524,3-2022
48525,2-6478
48526,2-4955
48527,2-0677
48528,8-4520
48529,6-7286
48530,2-2748
48531,4-4536
48532,1-6671
48533,7-6866
48534,1-6342
48535,1-6872
48536,7-0056
48537,8-7414
48538,6-0308
48539,6-2954
48540,6-1422
48541,3-2028
48542,3-9457
48543,3-7287
48544,2-1291
48545,4-1931
48546,5-5579
48547,4-5388
48548,1-6662
48549,3-8814
48550,1-5868
48551,7-3972
48552,8-6087
48553,7-9138
48554,5-0170
48555,5-2615
48556,5-9967
48557,8-1229
48558,1-6589
48559,4-7430
48560,6-3550
48561,4-6972
48562,7-9762
48563,5-7767
48564,6-6302
48565,1-7391
48566,4-1561
48567,6-9036
48568,1-4793
48569,2-1832
48570,7-3383
48571,3-4065
48572,4-0376
48573,1-7664
48574,8-5844
48575,7-7581
48576,5-7177
48577,8-4142
48578,7-8180
48579,3-0569
48580,1-0725
48581,7-3411
48582,5-3800
48583,2-9784
48584,4-0072
48585,5-7470
48586,3-1160
48587,3-6210
48588,6-4847
48589,1-8865
48590,1-7976
48591,4-9564
48592,7-5572
48593,8-0087
48594,1-6337
48595,2-3724
48596,2-4132
48597,5-2314
48598,3-7145
48599,4-8701
48600,3-5581
48601,2-7360
48602,6-5253
48603,4-7096
48604,2-2640
48605,1-2235
48606,5-6149
48607,8-0539
48608,2-4255
48609,3-6303
48610,8-9461
48611,2-4994
48612,8-6028
48613,5-3877
48614,4-5914
48615,2-8514
48616,6-4215
48617,4-5802
48618,2-7492
48619,7-5929
48620,1-1684
48621,5-6273
48622,4-4354
48623,5-5090
48624,2-7641
48625,8-1952
48626,8-7303
48627,1-7882
48628,5-2944
48629,5-1638
48630,8-3513
48631,8-0112
48632,3-0591
48633,6-9363
48634,7-1222
48635,1-0978
48636,1-8931
48637,4-5206
48638,3-1650
48639,7-4201
48640,8-9788
48641,3-0629
48642,6-9911
48643,5-8993
48644,7-7313
48645,8-9141
48646,5-9664
48647,7-5867
48648,7-4585
48649,8-5660
48650,8-4487
48651,1-4910
48652,1-7525
48653,6-8417
48654,6-7263
48655,5-6142
48656,3-8984
48657,3-8153
48658,6-0076
48659,3-8407
48660,3-2388
48661,3-6470
48662,3-3985
48663,6-5616
48664,5-2811
48665,2-6249
48666,7-7214
48667,3-1985
48668,6-9844
48669,6-0436
48670,5-1456
48671,1-2927
48672,3-3817
48673,4-6515
48674,2-3794
48675,8-0075
48676,5-2131
48677,1-0250
48678,1-4749
48679,6-3702
48680,4-8411
48681,5-1294
48682,2-2934
48683,6-1919
48684,6-5560
48685,2-4646
48686,6-9814
48687,4-1744
48688,5-6630
48689,3-9348
48690,6-7866
48691,6-1959
48692,5-7517
48693,6-9932
48694,8-6844
48695,2-6348
48696,4-0449
48697,7-7844
48698,4-1219
48699,6-7387
48700,1-2635
48701,6-5563
48702,1-1570
48703,6-0075
48704,4-5782
48705,1-5831
48706,5-1709
48707,2-3182
48708,8-9809
48709,1-3557
48710,2-9918
48711,3-1201
48712,5-4641
48713,7-3409
48714,7-9267
48715,7-2387
48716,5-5872
48717,8-4230
48718,3-2704
48719,7-1138
48720,2-5256
48721,1-9633
48722,5-0243
48723,3-1150
48724,7-7643
48725,5-6031
48726,1-0490
48727,6-9596
48728,3-0902
48729,3-1634
48730,3-2203
48731,6-9120
48732,2-0335
48733,6-6116
48734,3-6871
48735,2-5071
48736,2-8413
48737,6-9563
48738,3-8939
48739,4-2422
48740,8-7881
48741,1-2514
48742,7-9723
48743,7-3823
48744,8-7306
48745,1-4021
48746,1-9883
48747,4-4663
48748,8-0905
48749,1-5099
48750,1-5472
48751,3-3643
48752,7-5115
48753,8-5067
48754,1-1376
48755,6-3345
48756,2-2249
48757,4-3995
48758,8-8837
48759,8-0037
48760,1-0448
48761,4-4324
48762,1-7416
48763,5-5882
48764,8-4914
48765,2-8953
48766,8-6773
48767,2-1552
48768,2-5458
48769,7-2377
48770,3-4611
48771,1-9009
48772,6-7414
48773,5-2932
48774,2-8352
48775,4-6421
48776,6-8450
48777,4-9157
48778,6-4383
48779,5-6082
48780,7-5816
48781,7-8516
48782,8-2026
48783,2-7626
48784,8-6942
48785,8-7958
48786,8-6467
48787,8-3215
48788,7-9140
48789,2-4202
48790,2-7616
48791,6-3486
48792,1-3958
48793,8-6228
48794,6-7593
48795,4-8966
48796,2-1146
48797,4-3943
48798,6-0768
48799,3-7227
48800,6-2697
48801,2-2659
48802,8-0035
48803,2-9776
48804,8-4750
48805,4-2237
48806,3-0340
48807,1-0435
48808,3-0802
48809,5-3077
48810,2-4688
48811,1-0922
48812,5-5617
48813,4-8307
48814,7-9752
48815,6-5788
48816,5-6652
48817,2-1492
48818,7-0589
48819,4-3279
48820,4-9408
48821,3-9732
48822,8-4057
48823,7-6274
48824,7-4118
48825,3-2756
48826,3-6437
48827,5-0982
48828,8-0974
48829,7-0625
48830,6-4263
48831,4-5966
48832,6-6190
48833,2-2639
48834,5-5591
48835,8-7610
48836,7-3606
48837,8-8086
48838,4-6919
48839,5-0485
48840,3-2331
48841,8-4744
48842,2-6079
48843,3-9031
48844,1-7743
48845,5-2886
48846,5-0261
48847,1-6491
48848,6-3602
48849,5-4640
48850,8-4152
48851,5-6183
48852,8-8495
48853,7-3156
48854,2-0329
48855,6-0895
48856,4-2817
48857,8-6074
48858,6-2185
48859,4-6877
48860,2-1581
48861,7-1471
48862,8-2415
48863,1-9452
48864,7-0700
48865,5-6392
48866,2-9970
48867,7-2306
48868,8-9886
48869,4-4682
48870,5-5487
48871,6-8119
48872,6-2683
48873,5-2059
48874,6-6194
48875,5-8231
48876,2-2584
48877,1-1988
48878,5-0569
48879,7-9711
48880,5-5244
48881,3-5006
48882,3-4168
48883,2-2550
48884,6-9587
48885,8-8003
48886,8-3122
48887,6-1363
48888,8-7675
48889,8-5208
48890,5-0887
48891,4-7673
48892,3-9854
48893,8-7170
48894,7-4182
48895,5-3406
48896,5-7091
48897,4-9661
48898,1-5441
48899,8-9506
48900,5-4587
48901,6-9133
48902,6-5824
48903,2-8800
48904,4-0893
48905,5-6228
48906,4-3254
48907,7-1664
48908,4-6275
48909,6-7761
48910,1-5695
48911,5-9434
48912,5-0878
48913,5-6047
48914,6-3296
48915,2-3560
48916,3-9052
48917,8-6781
48918,1-5877
48919,1-6831
48920,1-3889
48921,1-9116
48922,7-3745
48923,5-5809
48924,4-5210
48925,7-0922
48926,4-2982
48927,8-3881
48928,2-9520
48929,4-3286
48930,3-8129
48931,7-8302
48932,7-5642
48933,8-5854
48934,2-0626
48935,4-0174
48936,7-9204
48937,6-6415
48938,5-0943
48939,1-0045
48940,8-1378
48941,3-9004
48942,4-1325
48943,6-5941
48944,1-2355
48945,7-7890
48946,8-5330
48947,3-5562
48948,5-2966
48949,3-8405
48950,5-1234
48951,8-8115
48952,2-2015
48953,3-6115
48954,6-6086
48955,6-0318
48956,8-1679
48957,3-2341
48958,7-1098
48959,1-1785
48960,5-6581
48961,7-7499
48962,5-4079
48963,2-2581
48964,4-6734
48965,3-6533
48966,1-5862
48967,1-9263
48968,2-5517
48969,1-5293
48970,4-4408
48971,7-3013
48972,1-1430
48973,3-6285
48974,1-3986
48975,3-2162
48976,2-1201
48977,4-9336
48978,8-7893
48979,4-6806
48980,7-4232
48981,7-1847
48982,4-0705
48983,5-5202
48984,8-9891
48985,5-0446
48986,7-3933
48987,8-6025
48988,4-4961
48989,4-1251
48990,8-3474
48991,3-7025
48992,3-5025
48993,1-5309
48994,3-6116
48995,6-0250
48996,7-6712
48997,6-2628
48998,1-9662
48999,8-9395
49000,6-7582
49001,8-9001
49002,2-0058
49003,6-3690
49004,6-0491
49005,2-1803
49006,6-6445
49007,4-3301
49008,1-5772
49009,4-0591
49010,6-3594
49011,6-1188
49012,8-1061
49013,8-1040
49014,4-2625
49015,7-4197
49016,4-6511
49017,7-7124
49018,8-6960
49019,3-1137
49020,8-5216
49021,5-0530
49022,1-6621
49023,2-7985
49024,6-0674
49025,5-5556
49026,2-1860
49027,6-8843
49028,2-5097
49029,3-4327
49030,8-0587
49031,5-7482
49032,1-2668
49033,3-8559
49034,6-2343
49035,1-7496
49036,4-9844
49037,3-7522
49038,6-1684
49039,2-8305
49040,7-6811
49041,1-8484
49042,1-1114
49043,4-8996
49044,7-9449
49045,6-1938
49046,2-8786
49047,1-7304
49048,3-2092
49049,7-4353
49050,7-5339
49051,1-9763
49052,4-6433
49053,2-3296
49054,2-8306
49055,4-0085
49056,2-9201
49057,2-0352
49058,4-1438
49059,8-5537
49060,4-2026
49061,8-2181
49062,4-9845
49063,6-6771
49064,1-4987
49065,5-7143
49066,8-4533
49067,6-2781
49068,5-4940
49069,7-7963
49070,6-1185
49071,5-3661
49072,4-0353
49073,7-4339
49074,4-7380
49075,2-1073
49076,4-3036
49077,3-2950
49078,7-1966
49079,2-6604
49080,7-8330
49081,5-1005
49082,5-6113
49083,3-9890
49084,4-4153
49085,5-6793
49086,6-2054
49087,1-8897
49088,5-4285
49089,1-5301
49090,5-6485
49091,3-3439
49092,7-9688
49093,1-8461
49094,3-0269
49095,2-6429
49096,7-3901
49097,6-3804
49098,6-8143
49099,3-9268
49100,1-4027
49101,4-6439
49102,5-2970
49103,8-2365
49104,7-0328
49105,2-3048
49106,1-5615
49107,8-4313
49108,2-7036
49109,5-3328
49110,4-7011
49111,7-6119
49112,8-6023
49113,1-6734
49114,7-1351
49115,4-1121
49116,8-3938
49117,2-0667
49118,3-8059
49119,5-3808
49120,7-3023
49121,6-4234
49122,3-5669
49123,4-4076
49124,1-9322
49125,6-9653
49126,3-9568
49127,7-2114
49128,1-7643
49129,2-0051
49130,6-2687
49131,8-5410
49132,4-6924
49133,5-1899
49134,5-4280
49135,8-9968
49136,3-9072
49137,1-3551
49138,4-1335
49139,2-6820
49140,4-5428
49141,5-2403
49142,4-8236
49143,5-2307
49144,1-4196
49145,3-6213
49146,8-9620
49147,2-0213
49148,5-3029
49149,1-9876
49150,5-8003
49151,8-2894
49152,8-2346
49153,2-2333
49154,2-2202
49155,2-2523
49156,8-0761
49157,5-1960
49158,8-8820
49159,6-2106
49160,1-3804
49161,1-2654
49162,8-8381
49163,8-8836
49164,3-8946
49165,1-9441
49166,6-9207
49167,5-8357
49168,8-3074
49169,8-6726
49170,1-1200
49171,4-7418
49172,5-7625
49173,6-8705
49174,4-7764
49175,6-6318
49176,1-4577
49177,2-4221
49178,5-7646
49179,4-3897
49180,5-2627
49181,8-3673
49182,1-3915
49183,5-4729
49184,6-0865
49185,4-3763
49186,7-6392
49187,4-0603
49188,4-2069
49189,7-7038
49190,8-9585
49191,2-9141
49192,4-7577
49193,1-0010
49194,2-5138
49195,2-3685
49196,8-9483
49197,1-1416
49198,2-1352
49199,6-1314
49200,7-9992
49201,1-9394
49202,2-8425
49203,1-3825
49204,3-0218
49205,1-7352
49206,8-1243
49207,1-8230
49208,6-5021
49209,5-9975
49210,5-7010
49211,4-4111
49212,4-2018
49213,1-8000
49214,6-8224
49215,6-6208
49216,3-9770
49217,8-6980
49218,2-2624
49219,3-9066
49220,3-6440
49221,7-9285
49222,3-7848
49223,6-4562
49224,1-3933
49225,6-0459
49226,1-2700
49227,3-4124
49228,4-2466
49229,3-3993
49230,8-5413
49231,6-2116
49232,8-6629
49233,8-2924
49234,3-4145
49235,6-3757
49236,6-2643
49237,7-3076
49238,4-8339
49239,3-5746
49240,1-5663
49241,3-7476
49242,4-6959
49243,3-1317
49244,7-2744
49245,2-4518
49246,2-5952
49247,8-3619
49248,6-0978
49249,3-4249
49250,1-2125
49251,2-0108
49252,6-2051
49253,5-7007
49254,6-0554
49255,3-9711
49256,7-0681
49257,2-7933
49258,4-3849
49259,3-4337
49260,3-2246
49261,1-9499
49262,8-8059
49263,6-8968
49264,2-2447
49265,1-3626
49266,3-5327
49267,1-0777
49268,1-0141
49269,1-5911
49270,3-7639
49271,7-4589
49272,3-3546
49273,7-2773
49274,5-0591
49275,1-2783
49276,5-5373
49277,4-9180
49278,2-0375
49279,1-6567
49280,4-7497
49281,6-9899
49282,4-3151
49283,1-3038
49284,2-6390
49285,7-4286
49286,3-8242
49287,1-7072
49288,8-2321
49289,5-9037
49290,8-2850
49291,6-1150
49292,2-8127
49293,1-6545
49294,1-1536
49295,3-1512
49296,6-6524
49297,7-4334
49298,7-0319
49299,1-5439
49300,1-0563
49301,2-2212
49302,4-1494
49303,4-0956
49304,4-7692
49305,2-7002
49306,6-5915
49307,5-5069
49308,3-8953
49309,5-9500
49310,7-0264
49311,6-3389
49312,6-7443
49313,3-6227
49314,6-1109
49315,1-9018
49316,4-7172
49317,4-3575
49318,2-9951
49319,3-1238
49320,8-2363
49321,6-5435
49322,3-8321
49323,5-3622
49324,1-9689
49325,6-8010
49326,3-7199
49327,3-3155
49328,5-3285
49329,1-7462
49330,7-6921
49331,4-6694
49332,1-0587
49333,7-8565
49334,7-9968
49335,8-3690
49336,6-4372
49337,1-3498
49338,2-9070
49339,4-6422
49340,7-3563
49341,8-3899
49342,1-7579
49343,3-8888
49344,4-2819
49345,6-9954
49346,3-4035
49347,2-1002
49348,7-4187
49349,4-6061
49350,2-1504
49351,4-5103
49352,3-9306
49353,6-0249
49354,2-0454
49355,7-6400
49356,3-1229
49357,4-1632
49358,6-2167
49359,7-5423
49360,3-8050
49361,4-1573
49362,2-1698
49363,8-3876
49364,4-8793
49365,1-4997
49366,5-4134
49367,2-3397
49368,2-7857
49369,8-2196
49370,2-5757
49371,2-8539
49372,2-6580
49373,1-5685
49374,8-5518
49375,7-0247
49376,8-9019
49377,8-8596
49378,7-2830
49379,5-0045
49380,4-9386
49381,7-5629
49382,2-8515
49383,8-3845
49384,1-4077
49385,2-9466
49386,1-1811
49387,5-9604
49388,5-5219
49389,7-6827
49390,2-8457
49391,7-7664
49392,4-6220
49393,6-5334
49394,5-3330
49395,6-6918
49396,2-4499
49397,5-6936
49398,2-6648
49399,7-6287
49400,4-3937
49401,5-5266
49402,1-1838
49403,5-4243
49404,4-7848
49405,3-6691
49406,3-6161
49407,3-0111
49408,4-0429
49409,5-3383
49410,7-3452
49411,4-6023
49412,8-9776
49413,3-2895
49414,6-7899
49415,4-9269
49416,1-8933
49417,5-5258
49418,7-7107
49419,6-7385
49420,7-4464
49421,5-5492
49422,1-1437
49423,5-3543
49424,5-4175
49425,3-1506
49426,2-0470
49427,1-6101
49428,4-2361
49429,4-2946
49430,5-0697
49431,5-7810
49432,4-7126
49433,7-0633
49434,4-0813
49435,3-6898
49436,1-6534
49437,7-8503
49438,8-5148
49439,5-2175
49440,6-0375
49441,7-1146
49442,7-7318
49443,1-1524
49444,2-7322
49445,4-1324
49446,3-8057
49447,7-3358
49448,2-7279
49449,2-4222
49450,2-1277
49451,5-2890
49452,1-0480
49453,3-7196
49454,3-1847
49455,2-2130
49456,7-6803
49457,7-1839
49458,3-7034
49459,2-8081
49460,7-2204
49461,5-0984
49462,2-8216
49463,5-8903
49464,8-9852
49465,3-8926
49466,7-4821
49467,5-3974
49468,4-8370
49469,5-3456
49470,1-2438
49471,5-8830
49472,1-5471
49473,2-9912
49474,7-4592
49475,5-0827
49476,3-0346
49477,5-0844
49478,5-1834
49479,4-7499
49480,4-3528
49481,6-5447
49482,8-8073
49483,7-3437
49484,7-3367
49485,5-6916
49486,5-0774
49487,6-4336
49488,3-0700
49489,6-4176
49490,4-2901
49491,1-7977
49492,7-7436
49493,2-7615
49494,2-0731
49495,2-4440
49496,7-8539
49497,1-6316
49498,7-0371
49499,2-7286
49500,4-1505
49501,4-3108
49502,6-2415
49503,8-9695
49504,8-9653
49505,3-6119
49506,5-4955
49507,7-6426
49508,4-8813
49509,1-8455
49510,4-7094
49511,6-4567
49512,4-4512
49513,5-1325
49514,5-1243
49515,2-0987
49516,1-3999
49517,3-0204
49518,2-9043
49519,5-6444
49520,4-4724
49521,6-5320
49522,7-6073
49523,1-1652
49524,7-9483
49525,5-9170
49526,3-1132
49527,5-3331
49528,8-6565
49529,8-4389
49530,2-2137
49531,4-0272
49532,3-0999
49533,4-4901
49534,1-5524
49535,8-6226
49536,7-1386
49537,2-7477
49538,7-4352
49539,2-1145
49540,4-0692
49541,8-2954
49542,8-7915
49543,2-9976
49544,3-1939
49545,3-7806
49546,2-9749
49547,5-8625
49548,2-4921
49549,8-3710
49550,2-1936
49551,2-1016
49552,4-4053
49553,5-8820
49554,4-2496
49555,2-9984
49556,3-4380
49557,8-2860
49558,7-1472
49559,7-0230
49560,1-2973
49561,1-2660
49562,3-2325
49563,5-4408
49564,7-5341
49565,8-8981
49566,6-5479
49567,4-7070
49568,7-6052
49569,7-7837
49570,5-9733
49571,6-7189
49572,7-1191
49573,7-1950
49574,8-8356
49575,1-5076
49576,1-7669
49577,4-1370
49578,3-7966
49579,8-1763
49580,7-2675
49581,3-2247
49582,5-9317
49583,3-5939
49584,6-3106
49585,6-7836
49586,8-7323
49587,1-5699
49588,5-7892
49589,3-1003
49590,1-4371
49591,5-1045
49592,2-3471
49593,7-8535
49594,2-3985
49595,5-0406
49596,1-5687
49597,1-9473
49598,7-0184
49599,6-7600
49600,7-9135
49601,3-5018
49602,2-1317
49603,4-0461
49604,2-8178
49605,3-9664
49606,8-2230
49607,2-1365
49608,4-9861
49609,6-3003
49610,3-6417
49611,4-4848
49612,8-9945
49613,7-8643
49614,4-9718
49615,1-3213
49616,8-3266
49617,6-4337
49618,3-5855
49619,8-8818
49620,4-7970
49621,1-6332
49622,7-5603
49623,2-5620
49624,8-4823
49625,3-1531
49626,5-0458
49627,1-1066
49628,3-2282
49629,8-8037
49630,1-5047
49631,1-2398
49632,1-8133
49633,4-3363
49634,3-0962
49635,7-0394
49636,6-3545
49637,4-4786
49638,6-3308
49639,2-3243
49640,3-8677
49641,6-3074
49642,2-7079
49643,4-8885
49644,8-9302
49645,8-9552
49646,6-8581
49647,3-2816
49648,3-3385
49649,5-6062
49650,8-2362
49651,6-1764
49652,1-0320
49653,6-9419
49654,3-0893
49655,6-9930
49656,1-9660
49657,4-8110
49658,2-0489
49659,1-1208
49660,3-7840
49661,4-3374
49662,3-3029
49663,1-6910
49664,3-6454
49665,6-1993
49666,6-1407
49667,1-7379
49668,1-0017
49669,7-0765
49670,2-3730
49671,5-3559
49672,5-4390
49673,8-8762
49674,4-2052
49675,2-3717
49676,3-0451
49677,5-5511
49678,1-6945
49679,3-0155
49680,3-5359
49681,1-6578
49682,5-9046
49683,6-8390
49684,3-1814
49685,2-4498
49686,6-3077
49687,3-9592
49688,3-8792
49689,2-8612
49690,8-8872
49691,8-9088
49692,7-7704
49693,5-0834
49694,1-4683
49695,2-9794
49696,4-4476
49697,2-3564
49698,1-2570
49699,3-7960
49700,1-3495
49701,6-7688
49702,3-4671
49703,7-4702
49704,3-2128
49705,5-6035
49706,3-9126
49707,1-8531
49708,4-4024
49709,6-3959
49710,7-5463
49711,5-2334
49712,5-6097
49713,5-9464
49714,2-3819
49715,3-6444
49716,4-2852
49717,5-7918
49718,1-1955
49719,5-0016
49720,3-4002
49721,1-6529
49722,6-3311
49723,6-7449
49724,8-7759
49725,7-2999
49726,6-3601
49727,1-0068
49728,3-1283
49729,7-2290
49730,4-0037
49731,5-0830
49732,6-4151
49733,6-6178
49734,5-2988
49735,5-3399
49736,6-4888
49737,3-8589
49738,4-5398
49739,4-0684
49740,2-0968
49741,2-4311
49742,7-5399
49743,5-0392
49744,5-9081
49745,3-7047
49746,4-0689
49747,4-5731
49748,1-8006
49749,6-7570
49750,3-2399
49751,1-5224
49752,5-8234
49753,7-4692
49754,8-9272
49755,7-6898
49756,6-6077
49757,4-0224
49758,5-5600
49759,3-4402
49760,1-7612
49761,8-3038
49762,8-6004
49763,8-4080
49764,8-9492
49765,8-1238
49766,3-8825
49767,4-5009
49768,1-2166
49769,1-1451
49770,8-9537
49771,8-9071
49772,5-2065
49773,7-1701
49774,8-2745
49775,2-2500
49776,6-6579
49777,7-8672
49778,2-6828
49779,5-5302
49780,6-6518
49781,8-4875
49782,4-9823
49783,8-1233
49784,3-8307
