,lead
45659,5-7900
45660,2-9958
45661,8-1521
45662,3-9995
45663,2-0706
45664,1-0737
45665,8-8205
45666,3-4996
45667,2-3841
45668,3-6851
45669,7-7254
45670,7-6534
45671,3-1174
45672,8-1415
45673,7-8779
45674,5-7217
45675,6-3643
45676,2-9788
45677,4-4179
45678,6-5561
45679,2-3874
45680,4-0866
45681,5-6302
45682,3-0629
45683,4-5750
45684,4-3583
45685,5-9033
45686,7-3666
45687,1-5635
45688,1-8093
45689,3-4291
45690,8-2602
45691,6-3730
45692,5-3482
45693,5-3085
45694,6-1089
45695,2-2213
45696,6-0004
45697,8-9676
45698,1-3140
45699,1-7996
45700,1-8322
45701,1-5947
45702,4-5243
45703,2-9706
45704,5-4291
45705,7-3285
45706,6-5321
45707,6-1816
45708,7-5976
45709,6-1422
45710,3-7181
45711,6-8245
45712,3-5293
45713,8-3169
45714,5-8023
45715,7-6679
45716,7-4794
45717,5-7043
45718,2-6138
45719,2-5844
45720,3-9839
45721,1-8822
45722,1-1336
45723,8-2235
45724,7-1202
45725,3-9504
45726,2-6114
45727,1-6438
45728,1-3147
45729,2-7527
45730,5-0740
45731,7-8729
45732,6-8358
45733,7-1844
45734,1-0644
45735,5-5020
45736,3-6391
45737,5-5215
45738,1-8674
45739,1-5531
45740,3-4347
45741,2-1534
45742,6-9453
45743,1-5501
45744,7-0459
45745,6-3580
45746,2-7886
45747,5-2902
45748,5-1850
45749,1-0727
45750,7-1536
45751,5-3469
45752,2-2843
45753,5-7027
45754,3-7918
45755,4-0140
45756,7-8588
45757,7-3529
45758,3-3733
45759,3-8221
45760,1-3115
45761,2-3727
45762,1-0617
45763,2-8861
45764,5-1771
45765,6-6331
45766,3-2687
45767,3-8151
45768,2-4773
45769,4-3566
45770,1-2169
45771,5-8806
45772,4-6759
45773,3-3230
45774,6-0828
45775,7-0591
45776,8-9146
45777,8-8571
45778,5-8363
45779,7-8818
45780,3-5062
45781,8-9542
45782,5-9487
45783,5-2748
45784,6-5601
45785,3-7799
45786,6-0076
45787,3-5211
45788,5-6043
45789,5-0215
45790,7-4545
45791,1-6785
45792,3-2836
45793,4-4209
45794,1-8434
45795,8-7187
45796,8-1148
45797,2-2899
45798,3-1012
45799,2-4099
45800,2-5088
45801,5-4960
45802,1-3923
45803,2-2435
45804,8-7882
45805,3-5663
45806,3-9336
45807,3-0893
45808,1-0241
45809,4-5553
45810,4-9932
45811,4-8682
45812,4-3702
45813,5-1079
45814,4-2807
45815,7-3508
45816,3-5548
45817,8-3666
45818,2-5007
45819,2-4331
45820,5-7985
45821,2-2616
45822,4-0291
45823,6-9567
45824,5-0157
45825,3-8678
45826,5-9518
45827,1-7907
45828,2-8678
45829,5-5431
45830,4-2991
45831,7-1231
45832,8-0149
45833,7-5444
45834,6-6199
45835,3-1310
45836,7-2527
45837,5-0605
45838,1-7716
45839,7-8827
45840,5-6130
45841,1-7745
45842,1-8147
45843,3-5314
45844,5-7763
45845,2-7161
45846,8-2221
45847,5-9817
45848,7-4856
45849,7-5577
45850,2-0421
45851,6-7275
45852,4-5984
45853,6-5741
45854,7-0475
45855,2-0486
45856,2-8875
45857,6-5072
45858,1-9296
45859,4-9468
45860,7-1458
45861,5-3948
45862,6-7272
45863,1-7161
45864,2-1549
45865,4-4327
45866,8-7473
45867,7-6158
45868,6-5417
45869,1-5482
45870,4-2229
45871,5-8609
45872,7-3611
45873,1-9276
45874,3-1548
45875,1-4858
45876,4-6877
45877,8-3663
45878,3-8856
45879,5-0878
45880,4-9919
45881,3-5013
45882,1-5795
45883,6-9268
45884,5-7118
45885,3-3917
45886,8-2678
45887,3-6495
45888,3-6646
45889,8-5767
45890,3-4341
45891,4-9426
45892,1-8526
45893,3-8381
45894,1-9669
45895,3-8901
45896,3-7732
45897,7-7730
45898,2-3061
45899,7-3016
45900,6-7106
45901,1-6000
45902,2-6905
45903,6-5238
45904,7-8467
45905,1-8379
45906,1-3208
45907,3-3474
45908,8-6091
45909,7-1159
45910,5-3376
45911,2-9643
45912,8-8519
45913,5-3801
45914,5-9925
45915,2-0232
45916,3-7325
45917,4-8636
45918,8-3781
45919,2-6939
45920,2-6644
45921,5-3282
45922,2-9916
45923,5-7972
45924,6-2142
45925,2-1710
45926,6-0084
45927,8-6525
45928,5-9080
45929,4-0482
45930,1-4889
45931,3-7018
45932,2-7637
45933,3-5451
45934,2-7083
45935,1-1013
45936,2-7417
45937,1-7328
45938,8-7304
45939,7-9209
45940,7-3079
45941,6-2419
45942,3-6254
45943,4-4556
45944,2-4232
45945,4-2127
45946,4-2925
45947,5-4670
45948,1-4024
45949,8-1207
45950,8-6851
45951,2-1562
45952,6-7267
45953,7-7514
45954,8-9295
45955,8-1333
45956,6-8483
45957,8-9989
45958,3-7597
45959,8-8852
45960,6-5011
45961,2-8497
45962,8-5163
45963,3-9362
45964,8-3270
45965,8-9614
45966,1-0318
45967,1-4544
45968,8-3938
45969,8-4137
45970,6-6887
45971,4-8882
45972,4-9051
45973,1-0327
45974,2-2716
45975,5-8598
45976,8-8415
45977,8-5148
45978,3-8523
45979,8-7428
45980,4-5852
45981,2-6002
45982,4-3308
45983,2-9229
45984,3-3031
45985,5-0172
45986,5-6433
45987,1-6873
45988,5-1070
45989,5-0561
45990,3-6048
45991,8-1831
45992,3-9083
45993,2-0711
45994,8-0350
45995,7-7946
45996,4-5033
45997,5-6487
45998,4-6198
45999,4-6611
46000,8-3241
46001,2-1836
46002,2-8590
46003,3-6955
46004,4-7550
46005,8-7139
46006,1-9484
46007,8-1683
46008,7-7503
46009,3-0416
46010,7-6896
46011,1-1481
46012,4-1466
46013,4-0139
46014,2-6823
46015,5-7008
46016,2-0832
46017,4-1782
46018,3-8736
46019,8-7073
46020,1-8837
46021,6-0130
46022,3-1613
46023,8-1409
46024,3-4528
46025,2-1679
46026,2-9288
46027,3-8730
46028,3-7209
46029,2-4507
46030,3-7525
46031,6-3369
46032,5-1842
46033,7-4279
46034,3-7273
46035,8-8671
46036,5-1522
46037,4-3170
46038,7-3210
46039,3-8912
46040,7-3507
46041,5-9601
46042,4-9543
46043,3-7102
46044,6-6165
46045,1-0908
46046,4-1664
46047,2-4919
46048,3-8218
46049,7-8079
46050,5-2019
46051,7-3629
46052,6-0388
46053,4-3871
46054,6-5277
46055,3-4673
46056,7-3545
46057,1-2568
46058,1-2806
46059,7-8006
46060,7-6272
46061,5-1176
46062,5-8127
46063,4-2302
46064,1-7040
46065,7-6382
46066,8-8292
46067,5-1928
46068,2-1351
46069,7-4143
46070,2-5469
46071,5-2136
46072,2-4649
46073,2-1968
46074,8-0588
46075,3-4730
46076,3-4410
46077,5-2573
46078,8-5716
46079,2-2737
46080,3-1154
46081,1-7022
46082,3-5764
46083,4-8973
46084,3-6988
46085,4-8670
46086,1-0887
46087,4-6212
46088,8-0034
46089,2-9420
46090,5-7099
46091,5-9220
46092,6-7236
46093,3-7824
46094,1-7582
46095,8-0268
46096,2-9991
46097,7-1839
46098,3-0914
46099,6-5697
46100,7-0789
46101,8-4505
46102,4-1167
46103,8-3767
46104,6-7207
46105,3-5647
46106,1-8108
46107,7-9088
46108,7-0284
46109,6-0225
46110,2-6528
46111,5-4948
46112,5-4926
46113,8-0135
46114,1-3078
46115,6-7187
46116,6-1914
46117,6-5318
46118,1-3088
46119,1-6038
46120,2-5667
46121,4-8326
46122,6-4093
46123,1-9637
46124,2-9879
46125,3-3052
46126,4-6697
46127,3-5351
46128,5-1847
46129,7-1727
46130,8-6528
46131,1-2114
46132,3-4883
46133,2-3198
46134,8-3348
46135,7-9080
46136,2-2700
46137,8-7948
46138,6-8364
46139,3-8786
46140,4-5418
46141,1-1418
46142,4-2020
46143,1-0851
46144,2-2549
46145,2-2402
46146,8-0157
46147,5-9208
46148,1-5130
46149,2-8206
46150,2-1856
46151,2-6960
46152,7-3484
46153,7-9148
46154,3-9640
46155,1-8627
46156,4-7972
46157,6-2891
46158,3-3115
46159,3-2941
46160,1-1670
46161,8-0024
46162,3-5338
46163,2-3645
46164,8-9347
46165,6-9716
46166,4-9763
46167,1-3352
46168,8-1787
46169,7-0000
46170,3-8339
46171,4-9027
46172,2-7026
46173,6-0200
46174,6-6954
46175,1-7590
46176,4-3276
46177,2-3432
46178,8-6330
46179,7-8172
46180,1-7240
46181,8-1346
46182,5-1064
46183,5-8974
46184,6-3607
46185,7-9289
46186,6-0533
46187,5-2056
46188,3-7838
46189,7-3311
46190,8-5152
46191,7-6548
46192,7-9407
46193,4-8033
46194,3-3528
46195,6-1533
46196,4-7751
46197,3-9714
46198,6-3851
46199,3-3788
46200,7-0575
46201,5-7637
46202,1-4516
46203,4-8750
46204,5-3792
46205,3-7976
46206,2-2407
46207,5-9604
46208,1-1604
46209,3-0772
46210,5-8445
46211,2-6728
46212,5-2841
46213,4-1537
46214,3-7686
46215,8-9386
46216,7-7758
46217,3-0833
46218,1-4223
46219,6-2266
46220,8-6049
46221,6-5429
46222,6-4161
46223,5-9690
46224,8-8511
46225,4-0484
46226,2-8354
46227,2-2208
46228,7-3695
46229,1-3089
46230,1-1089
46231,2-0910
46232,4-9075
46233,5-7899
46234,3-8454
46235,7-4577
46236,8-9998
46237,3-0166
46238,2-1601
46239,3-9271
46240,6-2315
46241,8-1260
46242,1-3765
46243,6-7686
46244,5-0804
46245,3-3018
46246,8-7364
46247,5-6267
46248,4-5916
46249,6-5355
46250,2-4829
46251,6-6392
46252,3-3880
46253,2-9699
46254,2-0690
46255,3-1373
46256,1-3135
46257,6-0925
46258,5-9804
46259,2-5492
46260,1-9368
46261,8-3886
46262,5-1858
46263,1-3469
46264,8-9184
46265,5-3363
46266,3-7743
46267,5-4095
46268,2-3368
46269,8-0433
46270,3-3101
46271,3-9061
46272,1-3937
46273,5-2466
46274,5-4104
46275,3-7094
46276,5-1603
46277,6-5019
46278,6-2955
46279,2-3443
46280,3-8876
46281,2-8973
46282,8-7551
46283,2-2061
46284,3-8126
46285,5-4978
46286,7-5525
46287,5-2807
46288,6-9877
46289,6-6360
46290,4-1624
46291,1-0778
46292,5-4099
46293,4-8323
46294,5-7372
46295,7-4902
46296,4-1547
46297,6-2707
46298,1-8776
46299,7-5462
46300,7-6347
46301,4-3746
46302,7-0936
46303,2-0802
46304,7-0353
46305,4-1666
46306,3-5858
46307,1-6132
46308,7-9079
46309,4-8535
46310,7-3828
46311,5-5854
46312,2-4575
46313,2-5962
46314,1-1209
46315,6-1108
46316,4-9876
46317,8-4036
46318,8-4345
46319,7-6026
46320,6-1969
46321,3-7450
46322,6-7983
46323,7-2179
46324,5-3885
46325,3-7229
46326,3-9254
46327,6-6652
46328,2-3208
46329,8-4357
46330,1-0888
46331,4-0817
46332,8-1416
46333,3-3094
46334,1-2247
46335,2-8997
46336,2-5647
46337,2-2321
46338,4-9420
46339,6-0149
46340,6-1128
46341,3-2739
46342,5-9590
46343,6-4275
46344,7-2754
46345,6-8304
46346,8-8163
46347,2-8585
46348,3-3425
46349,4-7341
46350,5-0812
46351,4-0217
46352,2-8013
46353,2-0362
46354,3-5654
46355,3-5312
46356,1-9497
46357,2-8164
46358,6-6106
46359,3-9584
46360,3-2959
46361,6-6926
46362,4-6790
46363,4-3951
46364,4-0071
46365,4-2879
46366,7-7684
46367,7-4084
46368,7-9093
46369,3-9606
46370,3-1750
46371,2-0543
46372,3-9583
46373,4-1113
46374,7-0989
46375,8-7282
46376,8-3747
46377,4-3553
46378,5-3014
46379,1-8462
46380,2-5017
46381,3-0359
46382,4-1102
46383,1-8400
46384,4-0655
46385,4-7093
46386,6-2291
46387,2-0601
46388,4-7251
46389,6-5459
46390,1-2136
46391,2-1619
46392,8-1246
46393,6-5262
46394,4-2159
46395,5-2422
46396,6-2451
46397,1-2311
46398,5-2067
46399,4-1204
46400,5-5679
46401,4-6811
46402,6-7646
46403,3-2273
46404,5-1182
46405,8-6897
46406,5-6448
46407,4-6060
46408,5-3365
46409,3-9100
46410,4-3783
46411,8-3211
46412,3-4666
46413,8-3351
46414,3-3129
46415,3-4858
46416,1-6345
46417,2-6819
46418,2-6807
46419,2-8005
46420,5-3189
46421,7-1893
46422,4-5182
46423,6-7171
46424,3-0716
46425,4-7580
46426,3-0034
46427,2-7780
46428,4-3183
46429,2-2659
46430,4-2129
46431,2-5573
46432,7-2711
46433,2-5923
46434,1-0814
46435,1-2582
46436,7-8990
46437,2-4965
46438,8-3256
46439,6-8979
46440,2-6391
46441,1-1056
46442,4-9785
46443,5-4712
46444,6-4344
46445,5-1439
46446,6-0350
46447,4-6964
46448,5-7833
46449,6-5524
46450,4-5388
46451,6-3583
46452,4-3827
46453,1-3803
46454,3-2711
46455,2-8292
46456,8-4687
46457,1-0576
46458,2-1416
46459,2-7894
46460,4-9395
46461,8-3724
46462,1-2824
46463,1-9992
46464,7-7962
46465,2-9093
46466,6-7102
46467,2-9965
46468,2-1107
46469,2-0006
46470,8-4405
46471,7-6984
46472,4-8505
46473,7-8291
46474,6-5052
46475,2-1982
46476,4-8811
46477,7-5625
46478,3-9458
46479,2-5592
46480,5-9057
46481,1-0401
46482,7-9908
46483,6-0299
46484,4-4395
46485,5-3143
46486,4-0522
46487,8-2256
46488,8-4731
46489,3-8517
46490,2-9593
46491,5-4470
46492,3-9062
46493,2-2684
46494,1-0478
46495,1-1803
46496,6-4890
46497,2-4306
46498,6-8073
46499,1-2689
46500,5-4645
46501,4-9861
46502,3-3952
46503,1-0634
46504,1-8896
46505,1-9126
46506,5-3523
46507,3-3994
46508,1-1022
46509,7-5767
46510,4-0135
46511,4-2458
46512,1-2021
46513,8-5380
46514,2-9566
46515,4-5990
46516,6-5853
46517,8-8534
46518,6-0014
46519,4-0068
46520,5-9383
46521,6-5302
46522,4-4139
46523,6-8007
46524,6-2833
46525,3-4832
46526,8-6118
46527,6-6992
46528,3-6364
46529,3-9631
46530,7-0879
46531,3-4877
46532,2-9202
46533,8-3998
46534,6-0938
46535,2-8148
46536,2-4805
46537,6-4216
46538,6-2385
46539,8-2637
46540,1-7512
46541,3-0257
46542,7-9513
46543,3-6414
46544,1-0568
46545,1-1148
46546,4-4174
46547,5-3538
46548,2-8828
46549,7-1656
46550,1-7865
46551,5-2071
46552,8-7738
46553,6-7294
46554,1-8688
46555,5-3099
46556,1-0315
46557,3-3096
46558,8-8820
46559,7-9248
46560,3-5489
46561,7-9579
46562,3-3627
46563,8-3656
46564,1-1472
46565,2-3014
46566,5-1179
46567,8-4516
46568,4-6108
46569,4-3652
46570,6-0918
46571,4-6668
46572,3-6697
46573,2-8912
46574,3-1629
46575,6-9204
46576,8-9784
46577,6-8396
46578,8-2442
46579,4-1291
46580,8-1156
46581,2-4346
46582,2-4448
46583,8-2690
46584,6-3755
46585,8-0709
46586,4-9091
46587,3-9033
46588,3-3768
46589,4-1844
46590,4-4271
46591,6-4870
46592,1-3197
46593,4-7599
46594,1-1232
46595,5-4564
46596,3-4933
46597,3-0983
46598,3-7453
46599,4-2814
46600,1-4723
46601,5-6519
46602,7-3287
46603,7-1382
46604,5-2777
46605,6-5611
46606,5-2142
46607,4-0415
46608,2-5087
46609,6-9409
46610,3-4549
46611,6-1194
46612,2-5113
46613,8-7957
46614,8-6045
46615,6-5951
46616,3-7080
46617,7-1690
46618,7-2766
46619,3-7541
46620,5-6007
46621,5-1631
46622,8-3560
46623,1-0951
46624,6-0028
46625,3-8047
46626,1-9839
46627,1-6626
46628,5-6780
46629,3-7067
46630,6-9724
46631,1-4362
46632,6-2318
46633,1-1191
46634,8-4368
46635,5-4938
46636,2-2789
46637,5-1216
46638,5-7872
46639,5-2458
46640,7-4393
46641,4-2105
46642,3-0313
46643,6-7931
46644,2-6462
46645,5-9991
46646,6-3106
46647,2-0539
46648,2-8069
46649,3-2383
46650,4-5938
46651,1-5450
46652,6-5868
46653,1-2670
46654,8-9093
46655,4-8815
46656,6-0132
46657,5-7614
46658,8-8296
46659,1-2118
46660,1-8004
46661,3-6561
46662,6-1369
46663,6-3297
46664,6-2105
46665,6-7015
46666,4-2982
46667,4-2444
46668,3-9790
46669,5-9495
46670,2-9006
46671,4-2204
46672,7-0121
46673,2-5039
46674,7-3055
46675,3-9274
46676,4-2894
46677,3-2468
46678,7-8445
46679,6-0745
46680,6-6079
46681,2-4897
46682,3-2074
46683,8-6414
46684,8-2663
46685,3-3160
46686,2-9063
46687,6-6744
46688,7-7600
46689,3-3553
46690,6-7763
46691,8-7485
46692,6-3648
46693,4-5995
46694,1-8693
46695,7-7143
46696,5-8035
46697,4-8574
46698,8-3268
46699,7-7813
46700,3-0488
46701,6-4007
46702,1-6665
46703,2-0314
46704,8-7678
46705,4-3793
46706,5-0007
46707,8-8177
46708,4-6433
46709,6-9414
46710,1-8815
46711,2-6991
46712,3-6653
46713,7-0412
46714,4-7326
46715,4-9193
46716,3-4584
46717,4-9009
46718,1-2704
46719,3-0395
46720,4-6566
46721,2-7438
46722,7-4221
46723,3-6281
46724,1-1622
46725,5-0276
46726,3-5734
46727,6-1912
46728,5-1876
46729,3-8367
46730,4-4748
46731,8-0992
46732,5-1900
46733,5-5435
46734,1-0126
46735,5-7357
46736,1-5928
46737,6-7724
46738,2-9230
46739,7-3595
46740,2-4783
46741,4-1246
46742,8-2553
46743,2-5207
46744,6-8600
46745,2-2747
46746,8-8968
46747,1-2508
46748,8-8075
46749,7-5476
46750,4-3051
46751,2-8093
46752,7-5341
46753,2-7625
46754,4-9089
46755,4-3931
46756,2-5482
46757,5-0515
46758,4-3331
46759,7-2453
46760,1-7222
46761,2-3252
46762,2-9697
46763,6-9322
46764,6-5928
46765,3-9256
46766,8-8633
46767,6-4041
46768,6-7978
46769,6-9704
46770,4-3313
46771,3-1561
46772,2-0137
46773,8-0246
46774,7-4728
46775,1-3780
46776,4-4767
46777,2-8326
46778,4-9538
46779,1-6712
46780,3-3713
46781,2-8738
46782,4-2188
46783,6-4003
46784,8-5250
46785,4-0406
46786,4-7117
46787,1-3938
46788,5-5940
46789,2-7926
46790,4-3230
46791,2-6463
46792,6-3001
46793,5-5080
46794,1-2382
46795,1-7586
46796,2-0454
46797,4-4210
46798,3-2686
46799,3-8644
46800,4-3787
46801,4-2589
46802,3-2018
46803,5-7209
46804,8-1999
46805,5-4138
46806,6-5457
46807,8-6141
46808,1-9800
46809,4-1327
46810,3-4270
46811,6-8913
46812,4-7965
46813,3-6474
46814,2-7213
46815,2-6222
46816,8-4870
46817,7-3871
46818,3-0042
46819,7-5576
46820,5-2235
46821,8-4975
46822,3-1910
46823,4-4881
46824,8-4417
46825,5-9539
46826,5-7929
46827,4-3088
46828,4-5252
46829,4-5234
46830,4-9481
46831,2-6102
46832,3-7006
46833,1-6148
46834,4-9972
46835,5-7625
46836,4-2272
46837,1-2819
46838,5-2715
46839,2-9973
46840,3-6337
46841,7-2091
46842,4-2311
46843,2-5051
46844,5-5251
46845,3-7197
46846,2-5280
46847,3-8691
46848,6-1186
46849,5-1868
46850,1-2607
46851,8-5029
46852,8-8290
46853,7-2560
46854,5-7810
46855,2-9558
46856,7-7494
46857,8-0964
46858,1-6869
46859,2-9085
46860,3-8461
46861,5-1899
46862,5-2342
46863,7-7191
46864,1-8190
46865,6-7480
46866,1-5205
46867,4-4264
46868,5-0814
46869,7-2237
46870,1-4117
46871,4-8851
46872,1-2262
46873,3-9761
46874,4-6088
46875,7-6580
46876,7-3840
46877,6-0885
46878,3-1666
46879,8-5602
46880,4-7423
46881,2-3846
46882,6-1579
46883,7-6420
46884,4-3554
46885,7-0968
46886,2-6188
46887,5-1386
46888,7-4132
46889,1-0612
46890,4-9851
46891,4-5658
46892,7-7862
46893,8-9151
46894,2-8836
46895,3-7746
46896,4-1437
46897,2-4443
46898,5-4519
46899,5-6002
46900,6-0145
46901,3-5767
46902,5-1921
46903,3-5859
46904,6-0158
46905,1-3231
46906,6-5236
46907,4-4857
46908,7-4864
46909,6-8787
46910,1-8887
46911,4-3440
46912,1-1869
46913,6-7933
46914,5-9967
46915,4-0218
46916,7-5645
46917,3-2309
46918,7-8023
46919,1-4066
46920,4-2460
46921,4-2122
46922,7-1303
46923,5-3762
46924,5-5016
46925,7-4064
46926,2-6371
46927,1-1323
46928,7-1929
46929,3-5949
46930,5-9733
46931,6-5879
46932,5-6931
46933,7-8320
46934,5-3818
46935,2-7920
46936,4-1038
46937,7-3036
46938,7-2875
46939,5-6769
46940,8-6077
46941,8-9608
46942,7-5673
46943,1-8058
46944,3-7053
46945,2-4270
46946,2-9333
46947,7-3069
46948,6-3750
46949,4-8241
46950,1-7961
46951,6-2604
46952,5-1305
46953,1-4517
46954,5-2733
46955,5-3599
46956,4-4233
46957,6-3332
46958,3-0559
46959,5-6954
46960,1-1922
46961,5-2057
46962,5-8119
46963,8-2358
46964,3-1785
46965,4-7301
46966,7-8916
46967,7-3289
46968,5-3321
46969,2-6423
46970,5-3039
46971,4-6321
46972,3-4621
46973,7-3646
46974,2-9980
46975,8-9928
46976,8-9629
46977,4-8321
46978,5-8531
46979,4-5530
46980,7-1051
46981,7-1587
46982,3-9031
46983,6-5849
46984,1-8604
46985,6-4457
46986,7-6663
46987,2-6521
46988,7-8294
46989,6-8859
46990,5-8730
46991,8-0220
46992,7-9052
46993,7-5891
46994,5-6009
46995,5-7939
46996,2-0014
46997,3-9214
46998,2-5871
46999,4-7720
47000,5-9873
47001,2-4959
47002,7-8187
47003,3-2679
47004,3-6340
47005,6-6854
47006,1-1281
47007,4-1724
47008,5-0488
47009,7-8945
47010,7-9435
47011,5-7525
47012,4-2649
47013,8-7740
47014,2-9867
47015,5-0674
47016,4-5851
47017,6-3215
47018,5-0461
47019,4-1250
47020,6-8016
47021,7-5654
47022,6-0394
47023,6-0187
47024,7-0263
47025,6-7731
47026,8-6922
47027,1-2102
47028,6-2977
47029,2-9536
47030,3-5183
47031,8-1986
47032,1-3536
47033,6-6753
47034,2-6196
47035,2-2033
47036,5-7390
47037,2-6932
47038,2-3879
47039,1-4656
47040,8-4845
47041,7-2581
47042,8-4910
47043,8-5155
47044,3-1078
47045,1-4110
47046,2-5981
47047,5-7184
47048,1-9418
47049,3-1430
47050,7-7282
47051,5-2735
47052,8-3296
47053,8-3118
47054,4-6371
47055,1-9412
47056,7-7667
47057,4-4151
47058,3-4453
47059,1-4238
47060,1-4039
47061,2-5274
47062,4-3411
47063,5-3162
47064,4-3646
47065,5-4680
47066,5-7041
47067,6-2205
47068,7-6122
47069,8-2636
47070,2-2963
47071,1-5006
47072,8-7347
47073,3-2396
47074,8-9022
47075,8-8929
47076,5-4700
47077,1-5746
47078,2-4030
47079,1-4633
47080,1-3932
47081,4-9889
47082,2-5693
47083,4-8004
47084,8-4056
47085,1-6691
47086,8-8017
47087,7-1565
47088,6-0494
47089,4-8540
47090,1-3658
47091,6-8824
47092,8-4239
47093,8-7046
47094,8-9045
47095,4-9261
47096,3-0680
47097,8-4310
47098,3-1176
47099,4-0957
47100,1-1455
47101,3-1767
47102,4-5634
47103,3-5521
47104,8-1580
47105,4-6525
47106,6-2167
47107,5-7974
47108,1-0134
47109,5-8267
47110,5-2594
47111,6-5515
47112,8-9605
47113,1-1779
47114,6-3089
47115,4-3757
47116,1-2170
47117,5-3614
47118,4-6537
47119,1-6934
47120,1-6175
47121,6-6061
47122,6-4750
47123,6-0140
47124,6-4510
47125,5-0026
47126,5-4082
47127,6-8115
47128,4-7764
47129,7-7429
47130,5-5156
47131,7-0829
47132,6-7393
47133,2-1295
47134,3-2741
47135,2-5466
47136,3-4635
47137,7-1187
47138,4-1715
47139,8-8015
47140,8-3191
47141,3-6961
47142,4-3322
47143,7-8286
47144,7-7140
47145,6-3638
47146,5-3500
47147,2-7139
47148,8-9106
47149,1-6169
47150,7-7131
47151,5-9448
47152,6-4881
47153,2-5531
47154,7-3420
47155,6-9828
47156,1-4666
47157,4-0150
47158,4-1122
47159,7-0988
47160,7-6866
47161,6-9710
47162,1-1985
47163,7-5035
47164,1-2825
47165,1-1476
47166,7-7206
47167,8-8131
47168,4-6610
47169,3-8812
47170,7-6427
47171,4-9473
47172,3-7479
47173,2-3491
47174,2-2162
47175,1-1440
47176,8-4606
47177,5-2725
47178,2-8403
47179,1-1330
47180,4-8227
47181,8-6997
47182,1-0660
47183,5-7065
47184,1-8799
47185,5-8729
47186,4-6203
47187,6-9841
47188,3-2090
47189,2-2938
47190,7-6529
47191,3-5553
47192,5-6296
47193,1-9518
47194,3-6424
47195,3-7562
47196,7-7055
47197,3-6532
47198,4-1023
47199,4-0174
47200,8-1691
47201,4-9726
47202,7-3479
47203,1-8157
47204,6-5463
47205,8-4742
47206,2-0773
47207,6-8868
47208,6-2759
47209,2-0120
47210,3-1036
47211,4-2081
47212,1-0361
47213,4-2776
47214,7-7564
47215,5-2900
47216,4-8144
47217,2-5689
47218,3-6429
47219,4-1296
47220,8-4925
47221,1-6122
47222,7-3014
47223,4-0944
47224,8-9733
47225,1-1391
47226,3-6748
47227,4-3906
47228,2-7937
47229,8-7091
47230,3-5458
47231,7-6020
47232,5-7976
47233,8-4796
47234,4-2300
47235,7-4817
47236,7-6256
47237,1-1130
47238,7-0198
47239,8-0969
47240,6-5115
47241,7-1267
47242,5-5756
47243,2-8691
47244,4-9885
47245,2-7450
47246,2-6218
47247,4-1794
47248,5-3136
47249,2-7007
47250,4-1269
47251,1-3740
47252,2-3338
47253,1-4275
47254,1-7965
47255,7-1059
47256,1-6503
47257,7-2519
47258,4-1207
47259,3-9696
47260,4-4482
47261,1-8363
47262,8-7625
47263,2-4310
47264,8-7753
47265,4-7642
47266,8-5983
47267,2-9868
47268,8-8306
47269,8-1469
47270,3-5125
47271,6-9074
47272,5-7401
47273,6-4820
47274,5-5721
47275,2-4624
47276,2-2354
47277,8-8439
47278,5-6609
47279,3-0997
47280,1-6162
47281,2-5220
47282,5-3888
47283,2-7113
47284,3-5182
47285,8-4490
47286,5-4442
47287,6-0507
47288,5-2091
47289,8-3880
47290,2-8801
47291,6-3717
47292,5-8255
47293,4-9818
47294,1-0389
47295,5-5649
47296,4-9603
47297,5-1772
47298,7-8859
47299,6-4553
47300,3-2874
47301,5-9237
47302,2-4689
47303,4-8365
47304,2-1422
47305,8-2594
47306,8-2939
47307,6-5793
47308,3-1056
47309,1-3361
47310,6-1652
47311,4-1894
47312,2-5131
47313,6-1482
47314,5-0644
47315,3-0044
47316,1-0674
47317,1-6454
47318,7-1989
47319,6-0999
47320,5-9814
47321,8-3587
47322,6-5260
47323,3-6554
47324,6-6579
47325,4-6499
47326,1-6060
47327,5-2821
47328,3-6470
47329,2-2043
47330,4-1942
47331,2-4389
47332,2-6780
47333,7-2619
47334,3-4022
47335,6-6072
47336,1-2922
47337,6-9633
47338,5-9716
47339,6-5977
47340,8-4278
47341,1-4637
47342,1-9959
47343,5-2010
47344,8-7572
47345,3-4985
47346,4-1402
47347,1-2238
47348,4-0701
47349,4-1487
47350,6-0973
47351,4-2738
47352,8-8941
47353,4-8395
47354,8-2241
47355,5-6585
47356,6-5000
47357,7-5417
47358,8-5037
47359,7-5801
47360,5-6312
47361,6-8344
47362,3-1347
47363,2-6538
47364,4-3093
47365,4-2475
47366,4-3881
47367,5-8061
47368,3-9958
47369,5-0803
47370,5-0166
47371,1-4186
47372,3-0482
47373,6-4102
47374,8-3525
47375,4-2155
47376,2-9642
47377,5-4989
47378,5-7202
47379,6-2040
47380,8-7730
47381,7-3893
47382,5-3333
47383,8-5377
47384,1-4080
47385,4-7958
47386,6-3208
47387,6-5906
47388,6-0252
47389,7-1118
47390,8-0182
47391,8-6165
47392,4-0972
47393,3-6467
47394,8-4307
47395,7-5389
47396,1-1290
47397,6-7438
47398,7-4595
47399,3-1738
47400,5-7889
47401,3-5676
47402,5-4951
47403,3-8769
47404,6-8405
47405,7-8823
47406,3-3629
47407,3-5774
